Lanskod;Lan;aldersgrupp;Vaccinationsvecka;Vaccinationsstatus;Befolkning;Antal;Andel;;;;
03;Uppsala lan;80-89;2021-33;Minst 3 doser;15013;0;0%;;;;
03;Uppsala lan;80-89;2021-34;Minst 3 doser;15013;0;0%;;;;
03;Uppsala lan;80-89;2021-35;Minst 3 doser;15013;0;0%;;;;
03;Uppsala lan;80-89;2021-36;Minst 3 doser;15013;0;0%;;;;
03;Uppsala lan;80-89;2021-37;Minst 3 doser;15013;47;0%;;;;
03;Uppsala lan;80-89;2021-38;Minst 3 doser;15013;169;1%;;;;
03;Uppsala lan;80-89;2021-39;Minst 3 doser;15013;344;2%;;;;
03;Uppsala lan;80-89;2021-40;Minst 3 doser;15013;1008;7%;;;;
03;Uppsala lan;80-89;2021-41;Minst 3 doser;15013;1971;13%;;;;
03;Uppsala lan;80-89;2021-42;Minst 3 doser;15013;2895;19%;;;;
03;Uppsala lan;80-89;2021-43;Minst 3 doser;15013;3675;24%;;;;
03;Uppsala lan;80-89;2021-44;Minst 3 doser;15013;5808;39%;;;;
03;Uppsala lan;80-89;2021-45;Minst 3 doser;15013;8267;55%;;;;
03;Uppsala lan;80-89;2021-46;Minst 3 doser;15013;9955;66%;;;;
03;Uppsala lan;80-89;2021-47;Minst 3 doser;15013;11887;79%;;;;
03;Uppsala lan;80-89;2021-48;Minst 3 doser;15013;12945;86%;;;;
03;Uppsala lan;80-89;2021-49;Minst 3 doser;15013;13204;88%;;;;
03;Uppsala lan;80-89;2021-50;Minst 3 doser;15013;13531;90%;;;;
03;Uppsala lan;80-89;2021-51;Minst 3 doser;15013;13553;90%;;;;
03;Uppsala lan;80-89;2021-52;Minst 3 doser;15013;13571;90%;;;;
03;Uppsala lan;80-89;2022-01;Minst 3 doser;15013;13588;91%;;;;
03;Uppsala lan;80-89;2022-02;Minst 3 doser;15013;13663;91%;;;;
03;Uppsala lan;80-89;2022-03;Minst 3 doser;15013;13714;91%;;;;
03;Uppsala lan;80-89;2022-04;Minst 3 doser;15013;13765;92%;;;;
03;Uppsala lan;80-89;2022-05;Minst 3 doser;15013;13798;92%;;;;
03;Uppsala lan;80-89;2022-06;Minst 3 doser;15013;13810;92%;;;;
03;Uppsala lan;80-89;2022-07;Minst 3 doser;15013;13827;92%;;;;
03;Uppsala lan;80-89;2022-08;Minst 3 doser;15013;13852;92%;;;;
03;Uppsala lan;80-89;2022-09;Minst 3 doser;15013;13886;92%;;;;
03;Uppsala lan;80-89;2022-10;Minst 3 doser;15013;13911;93%;;;;
03;Uppsala lan;80-89;2022-11;Minst 3 doser;15013;13970;93%;;;;
03;Uppsala lan;80-89;2022-12;Minst 3 doser;15013;14018;93%;;;;
03;Uppsala lan;80-89;2022-13;Minst 3 doser;15013;14041;94%;;;;
03;Uppsala lan;80-89;2022-14;Minst 3 doser;15013;14046;94%;;;;
03;Uppsala lan;90 eller aldre;2020-52;Minst 2 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2020-53;Minst 2 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-01;Minst 2 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-02;Minst 2 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-03;Minst 2 doser;3443;40;1%;;;;
03;Uppsala lan;90 eller aldre;2021-04;Minst 2 doser;3443;219;6%;;;;
03;Uppsala lan;90 eller aldre;2021-05;Minst 2 doser;3443;431;13%;;;;
03;Uppsala lan;90 eller aldre;2021-06;Minst 2 doser;3443;624;18%;;;;
03;Uppsala lan;90 eller aldre;2021-07;Minst 2 doser;3443;763;22%;;;;
03;Uppsala lan;90 eller aldre;2021-08;Minst 2 doser;3443;978;28%;;;;
03;Uppsala lan;90 eller aldre;2021-09;Minst 2 doser;3443;1287;37%;;;;
03;Uppsala lan;90 eller aldre;2021-10;Minst 2 doser;3443;1592;46%;;;;
03;Uppsala lan;90 eller aldre;2021-11;Minst 2 doser;3443;1869;54%;;;;
03;Uppsala lan;90 eller aldre;2021-12;Minst 2 doser;3443;2164;63%;;;;
03;Uppsala lan;90 eller aldre;2021-13;Minst 2 doser;3443;2292;67%;;;;
03;Uppsala lan;90 eller aldre;2021-14;Minst 2 doser;3443;2344;68%;;;;
03;Uppsala lan;90 eller aldre;2021-15;Minst 2 doser;3443;2730;79%;;;;
03;Uppsala lan;90 eller aldre;2021-16;Minst 2 doser;3443;3044;88%;;;;
03;Uppsala lan;90 eller aldre;2021-17;Minst 2 doser;3443;3057;89%;;;;
03;Uppsala lan;90 eller aldre;2021-18;Minst 2 doser;3443;3064;89%;;;;
03;Uppsala lan;90 eller aldre;2021-19;Minst 2 doser;3443;3113;90%;;;;
03;Uppsala lan;90 eller aldre;2021-20;Minst 2 doser;3443;3141;91%;;;;
03;Uppsala lan;90 eller aldre;2021-21;Minst 2 doser;3443;3151;92%;;;;
03;Uppsala lan;90 eller aldre;2021-22;Minst 2 doser;3443;3160;92%;;;;
03;Uppsala lan;90 eller aldre;2021-23;Minst 2 doser;3443;3165;92%;;;;
03;Uppsala lan;90 eller aldre;2021-24;Minst 2 doser;3443;3175;92%;;;;
03;Uppsala lan;90 eller aldre;2021-25;Minst 2 doser;3443;3181;92%;;;;
03;Uppsala lan;90 eller aldre;2021-26;Minst 2 doser;3443;3186;93%;;;;
03;Uppsala lan;90 eller aldre;2021-27;Minst 2 doser;3443;3186;93%;;;;
03;Uppsala lan;90 eller aldre;2021-28;Minst 2 doser;3443;3186;93%;;;;
03;Uppsala lan;90 eller aldre;2021-29;Minst 2 doser;3443;3193;93%;;;;
03;Uppsala lan;90 eller aldre;2021-30;Minst 2 doser;3443;3193;93%;;;;
03;Uppsala lan;90 eller aldre;2021-31;Minst 2 doser;3443;3193;93%;;;;
03;Uppsala lan;90 eller aldre;2021-32;Minst 2 doser;3443;3193;93%;;;;
03;Uppsala lan;90 eller aldre;2021-33;Minst 2 doser;3443;3198;93%;;;;
03;Uppsala lan;90 eller aldre;2021-34;Minst 2 doser;3443;3198;93%;;;;
03;Uppsala lan;90 eller aldre;2021-35;Minst 2 doser;3443;3198;93%;;;;
03;Uppsala lan;90 eller aldre;2021-36;Minst 2 doser;3443;3198;93%;;;;
03;Uppsala lan;90 eller aldre;2021-37;Minst 2 doser;3443;3198;93%;;;;
03;Uppsala lan;90 eller aldre;2021-38;Minst 2 doser;3443;3198;93%;;;;
03;Uppsala lan;90 eller aldre;2021-39;Minst 2 doser;3443;3198;93%;;;;
03;Uppsala lan;90 eller aldre;2021-40;Minst 2 doser;3443;3216;93%;;;;
03;Uppsala lan;90 eller aldre;2021-41;Minst 2 doser;3443;3230;94%;;;;
03;Uppsala lan;90 eller aldre;2021-42;Minst 2 doser;3443;3237;94%;;;;
03;Uppsala lan;90 eller aldre;2021-43;Minst 2 doser;3443;3245;94%;;;;
03;Uppsala lan;90 eller aldre;2021-44;Minst 2 doser;3443;3258;95%;;;;
03;Uppsala lan;90 eller aldre;2021-45;Minst 2 doser;3443;3265;95%;;;;
03;Uppsala lan;90 eller aldre;2021-46;Minst 2 doser;3443;3265;95%;;;;
03;Uppsala lan;90 eller aldre;2021-47;Minst 2 doser;3443;3265;95%;;;;
03;Uppsala lan;90 eller aldre;2021-48;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2021-49;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2021-50;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2021-51;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2021-52;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-01;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-02;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-03;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-04;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-05;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-06;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-07;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-08;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-09;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-10;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-11;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-12;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-13;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2022-14;Minst 2 doser;3443;3270;95%;;;;
03;Uppsala lan;90 eller aldre;2020-52;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2020-53;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-01;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-02;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-03;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-04;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-05;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-06;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-07;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-08;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-09;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-10;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-11;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-12;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-13;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-14;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-15;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-16;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-17;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-18;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-19;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-20;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-21;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-22;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-23;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-24;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-25;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-26;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-27;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-28;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-29;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-30;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-31;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-32;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-33;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-34;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-35;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-36;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-37;Minst 3 doser;3443;0;0%;;;;
03;Uppsala lan;90 eller aldre;2021-38;Minst 3 doser;3443;17;0%;;;;
03;Uppsala lan;90 eller aldre;2021-39;Minst 3 doser;3443;53;2%;;;;
03;Uppsala lan;90 eller aldre;2021-40;Minst 3 doser;3443;430;12%;;;;
03;Uppsala lan;90 eller aldre;2021-41;Minst 3 doser;3443;914;27%;;;;
03;Uppsala lan;90 eller aldre;2021-42;Minst 3 doser;3443;1184;34%;;;;
03;Uppsala lan;90 eller aldre;2021-43;Minst 3 doser;3443;1626;47%;;;;
03;Uppsala lan;90 eller aldre;2021-44;Minst 3 doser;3443;2516;73%;;;;
03;Uppsala lan;90 eller aldre;2021-45;Minst 3 doser;3443;2690;78%;;;;
03;Uppsala lan;90 eller aldre;2021-46;Minst 3 doser;3443;2772;81%;;;;
03;Uppsala lan;90 eller aldre;2021-47;Minst 3 doser;3443;2841;83%;;;;
03;Uppsala lan;90 eller aldre;2021-48;Minst 3 doser;3443;2894;84%;;;;
03;Uppsala lan;90 eller aldre;2021-49;Minst 3 doser;3443;2930;85%;;;;
03;Uppsala lan;90 eller aldre;2021-50;Minst 3 doser;3443;2954;86%;;;;
03;Uppsala lan;90 eller aldre;2021-51;Minst 3 doser;3443;2961;86%;;;;
03;Uppsala lan;90 eller aldre;2021-52;Minst 3 doser;3443;2967;86%;;;;
03;Uppsala lan;90 eller aldre;2022-01;Minst 3 doser;3443;2967;86%;;;;
03;Uppsala lan;90 eller aldre;2022-02;Minst 3 doser;3443;2985;87%;;;;
03;Uppsala lan;90 eller aldre;2022-03;Minst 3 doser;3443;2995;87%;;;;
03;Uppsala lan;90 eller aldre;2022-04;Minst 3 doser;3443;3009;87%;;;;
03;Uppsala lan;90 eller aldre;2022-05;Minst 3 doser;3443;3016;88%;;;;
03;Uppsala lan;90 eller aldre;2022-06;Minst 3 doser;3443;3016;88%;;;;
03;Uppsala lan;90 eller aldre;2022-07;Minst 3 doser;3443;3016;88%;;;;
03;Uppsala lan;90 eller aldre;2022-08;Minst 3 doser;3443;3022;88%;;;;
03;Uppsala lan;90 eller aldre;2022-09;Minst 3 doser;3443;3034;88%;;;;
03;Uppsala lan;90 eller aldre;2022-10;Minst 3 doser;3443;3047;88%;;;;
03;Uppsala lan;90 eller aldre;2022-11;Minst 3 doser;3443;3073;89%;;;;
03;Uppsala lan;90 eller aldre;2022-12;Minst 3 doser;3443;3095;90%;;;;
03;Uppsala lan;90 eller aldre;2022-13;Minst 3 doser;3443;3101;90%;;;;
03;Uppsala lan;90 eller aldre;2022-14;Minst 3 doser;3443;3101;90%;;;;
04;Södermanlands lan;12-15;2020-52;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2020-53;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-01;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-02;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-03;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-04;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-05;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-06;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-07;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-08;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-09;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-10;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-11;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-12;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-13;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-14;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-15;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-16;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-17;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-18;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-19;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-20;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-21;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-22;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-23;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-24;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-25;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-26;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-27;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-28;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-29;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-30;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-31;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-32;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-33;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-34;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-35;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-36;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-37;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-38;Minst 2 doser;15001;0;0%;;;;
04;Södermanlands lan;12-15;2021-39;Minst 2 doser;15001;6;0%;;;;
04;Södermanlands lan;12-15;2021-40;Minst 2 doser;15001;6;0%;;;;
04;Södermanlands lan;12-15;2021-41;Minst 2 doser;15001;15;0%;;;;
04;Södermanlands lan;12-15;2021-42;Minst 2 doser;15001;15;0%;;;;
04;Södermanlands lan;12-15;2021-43;Minst 2 doser;15001;31;0%;;;;
04;Södermanlands lan;12-15;2021-44;Minst 2 doser;15001;154;1%;;;;
04;Södermanlands lan;12-15;2021-45;Minst 2 doser;15001;2410;16%;;;;
04;Södermanlands lan;12-15;2021-46;Minst 2 doser;15001;5130;34%;;;;
04;Södermanlands lan;12-15;2021-47;Minst 2 doser;15001;7091;47%;;;;
04;Södermanlands lan;12-15;2021-48;Minst 2 doser;15001;7363;49%;;;;
04;Södermanlands lan;12-15;2021-49;Minst 2 doser;15001;7816;52%;;;;
04;Södermanlands lan;12-15;2021-50;Minst 2 doser;15001;8218;55%;;;;
04;Södermanlands lan;12-15;2021-51;Minst 2 doser;15001;8396;56%;;;;
04;Södermanlands lan;12-15;2021-52;Minst 2 doser;15001;8466;56%;;;;
04;Södermanlands lan;12-15;2022-01;Minst 2 doser;15001;8740;58%;;;;
04;Södermanlands lan;12-15;2022-02;Minst 2 doser;15001;8965;60%;;;;
04;Södermanlands lan;12-15;2022-03;Minst 2 doser;15001;9095;61%;;;;
04;Södermanlands lan;12-15;2022-04;Minst 2 doser;15001;9205;61%;;;;
04;Södermanlands lan;12-15;2022-05;Minst 2 doser;15001;9327;62%;;;;
04;Södermanlands lan;12-15;2022-06;Minst 2 doser;15001;9402;63%;;;;
04;Södermanlands lan;12-15;2022-07;Minst 2 doser;15001;9477;63%;;;;
04;Södermanlands lan;12-15;2022-08;Minst 2 doser;15001;9541;64%;;;;
04;Södermanlands lan;12-15;2022-09;Minst 2 doser;15001;9582;64%;;;;
04;Södermanlands lan;12-15;2022-10;Minst 2 doser;15001;9608;64%;;;;
04;Södermanlands lan;12-15;2022-11;Minst 2 doser;15001;9649;64%;;;;
04;Södermanlands lan;12-15;2022-12;Minst 2 doser;15001;9675;64%;;;;
04;Södermanlands lan;12-15;2022-13;Minst 2 doser;15001;9695;65%;;;;
04;Södermanlands lan;12-15;2022-14;Minst 2 doser;15001;9695;65%;;;;
04;Södermanlands lan;16-17;2020-52;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2020-53;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-01;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-02;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-03;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-04;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-05;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-06;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-07;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-08;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-09;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-10;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-11;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-12;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-13;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-14;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-15;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-16;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-17;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-18;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-19;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-20;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-21;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-22;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-23;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-24;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-25;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-26;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-27;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-28;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-29;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-30;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-31;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-32;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-33;Minst 2 doser;7310;0;0%;;;;
04;Södermanlands lan;16-17;2021-34;Minst 2 doser;7310;13;0%;;;;
04;Södermanlands lan;16-17;2021-35;Minst 2 doser;7310;124;2%;;;;
04;Södermanlands lan;16-17;2021-36;Minst 2 doser;7310;854;12%;;;;
04;Södermanlands lan;16-17;2021-37;Minst 2 doser;7310;2722;37%;;;;
04;Södermanlands lan;16-17;2021-38;Minst 2 doser;7310;3473;48%;;;;
04;Södermanlands lan;16-17;2021-39;Minst 2 doser;7310;3783;52%;;;;
04;Södermanlands lan;16-17;2021-40;Minst 2 doser;7310;3954;54%;;;;
04;Södermanlands lan;16-17;2021-41;Minst 2 doser;7310;4193;57%;;;;
04;Södermanlands lan;16-17;2021-42;Minst 2 doser;7310;4373;60%;;;;
04;Södermanlands lan;16-17;2021-43;Minst 2 doser;7310;4506;62%;;;;
04;Södermanlands lan;16-17;2021-44;Minst 2 doser;7310;4555;62%;;;;
04;Södermanlands lan;16-17;2021-45;Minst 2 doser;7310;4702;64%;;;;
04;Södermanlands lan;16-17;2021-46;Minst 2 doser;7310;4784;65%;;;;
04;Södermanlands lan;16-17;2021-47;Minst 2 doser;7310;4836;66%;;;;
04;Södermanlands lan;16-17;2021-48;Minst 2 doser;7310;4890;67%;;;;
04;Södermanlands lan;16-17;2021-49;Minst 2 doser;7310;4936;68%;;;;
04;Södermanlands lan;16-17;2021-50;Minst 2 doser;7310;5001;68%;;;;
04;Södermanlands lan;16-17;2021-51;Minst 2 doser;7310;5038;69%;;;;
04;Södermanlands lan;16-17;2021-52;Minst 2 doser;7310;5069;69%;;;;
04;Södermanlands lan;16-17;2022-01;Minst 2 doser;7310;5120;70%;;;;
04;Södermanlands lan;16-17;2022-02;Minst 2 doser;7310;5187;71%;;;;
04;Södermanlands lan;16-17;2022-03;Minst 2 doser;7310;5216;71%;;;;
04;Södermanlands lan;16-17;2022-04;Minst 2 doser;7310;5251;72%;;;;
04;Södermanlands lan;16-17;2022-05;Minst 2 doser;7310;5286;72%;;;;
04;Södermanlands lan;16-17;2022-06;Minst 2 doser;7310;5315;73%;;;;
04;Södermanlands lan;16-17;2022-07;Minst 2 doser;7310;5339;73%;;;;
04;Södermanlands lan;16-17;2022-08;Minst 2 doser;7310;5362;73%;;;;
04;Södermanlands lan;16-17;2022-09;Minst 2 doser;7310;5378;74%;;;;
04;Södermanlands lan;16-17;2022-10;Minst 2 doser;7310;5390;74%;;;;
04;Södermanlands lan;16-17;2022-11;Minst 2 doser;7310;5401;74%;;;;
04;Södermanlands lan;16-17;2022-12;Minst 2 doser;7310;5408;74%;;;;
04;Södermanlands lan;16-17;2022-13;Minst 2 doser;7310;5413;74%;;;;
04;Södermanlands lan;16-17;2022-14;Minst 2 doser;7310;5413;74%;;;;
04;Södermanlands lan;18-29;2020-52;Minst 2 doser;38874;0;0%;;;;
04;Södermanlands lan;18-29;2020-53;Minst 2 doser;38874;0;0%;;;;
04;Södermanlands lan;18-29;2021-01;Minst 2 doser;38874;0;0%;;;;
04;Södermanlands lan;18-29;2021-02;Minst 2 doser;38874;0;0%;;;;
04;Södermanlands lan;18-29;2021-03;Minst 2 doser;38874;12;0%;;;;
04;Södermanlands lan;18-29;2021-04;Minst 2 doser;38874;50;0%;;;;
04;Södermanlands lan;18-29;2021-05;Minst 2 doser;38874;159;0%;;;;
04;Södermanlands lan;18-29;2021-06;Minst 2 doser;38874;288;1%;;;;
04;Södermanlands lan;18-29;2021-07;Minst 2 doser;38874;396;1%;;;;
04;Södermanlands lan;18-29;2021-08;Minst 2 doser;38874;425;1%;;;;
04;Södermanlands lan;18-29;2021-09;Minst 2 doser;38874;438;1%;;;;
04;Södermanlands lan;18-29;2021-10;Minst 2 doser;38874;452;1%;;;;
04;Södermanlands lan;18-29;2021-11;Minst 2 doser;38874;476;1%;;;;
04;Södermanlands lan;18-29;2021-12;Minst 2 doser;38874;496;1%;;;;
04;Södermanlands lan;18-29;2021-13;Minst 2 doser;38874;501;1%;;;;
04;Södermanlands lan;18-29;2021-14;Minst 2 doser;38874;512;1%;;;;
04;Södermanlands lan;18-29;2021-15;Minst 2 doser;38874;519;1%;;;;
04;Södermanlands lan;18-29;2021-16;Minst 2 doser;38874;519;1%;;;;
04;Södermanlands lan;18-29;2021-17;Minst 2 doser;38874;526;1%;;;;
04;Södermanlands lan;18-29;2021-18;Minst 2 doser;38874;541;1%;;;;
